ISO,country,region,geo,lat,lon,world_region,MPI
GAB,Gabon,Libreville/Port-Gentil,"(0.456963, 9.409852)",0.456963,9.409852,Sub-Saharan Africa,0.024
GAB,Gabon,Estuaire (sans Libreville),"(0.456963, 9.409852)",0.456963,9.409852,Sub-Saharan Africa,0.063
GAB,Gabon,Nyanga,"(-2.8821033, 11.1617356)",-2.8821033,11.1617356,Sub-Saharan Africa,0.16
GHA,Ghana,Ashanti,"(6.7470436, -1.5208624)",6.7470436,-1.5208624,Sub-Saharan Africa,0.101
GHA,Ghana,Brong Ahafo,"(7.9559247, -1.6760691)",7.9559247,-1.6760691,Sub-Saharan Africa,0.16
GHA,Ghana,Central,"(5.5607846, -1.0586135)",5.5607846,-1.0586135,Sub-Saharan Africa,0.171
GHA,Ghana,Eastern,"(31.2652893, 32.3018661)",31.2652893,32.3018661,Sub-Saharan Africa,0.155
GHA,Ghana,Greater Accra,"(5.8142836, 0.0746767)",5.8142836,0.0746767,Sub-Saharan Africa,0.058
GHA,Ghana,Northern,"(9.543926899999999, -0.9056623)",9.5439269,-0.9056623,Sub-Saharan Africa,0.382
GHA,Ghana,Upper East,"(10.7082499, -0.9820667999999999)",10.7082499,-0.9820668,Sub-Saharan Africa,0.289
GHA,Ghana,Upper West,"(10.2529757, -2.1450245)",10.2529757,-2.1450245,Sub-Saharan Africa,0.259
GHA,Ghana,Volta,"(6.5781373, 0.4502368)",6.5781373,0.4502368,Sub-Saharan Africa,0.138
GHA,Ghana,Western,"(5.3901978, -2.1450245)",5.3901978,-2.1450245,Sub-Saharan Africa,0.122
GIN,Guinea,Conakry,"(9.641185499999999, -13.5784012)",9.6411855,-13.5784012,Sub-Saharan Africa,0.122
GIN,Guinea,Faranah,"(10.0451022, -10.7492466)",10.0451022,-10.7492466,Sub-Saharan Africa,0.599
GIN,Guinea,Kankan,"(10.3827887, -9.311828199999999)",10.3827887,-9.3118282,Sub-Saharan Africa,0.603
GIN,Guinea,Kindia,"(10.0406725, -12.8629885)",10.0406725,-12.8629885,Sub-Saharan Africa,0.503
GIN,Guinea,Mamou,"(10.3785237, -12.0832543)",10.3785237,-12.0832543,Sub-Saharan Africa,0.531
GMB,Gambia,Banjul,"(13.4548761, -16.5790323)",13.4548761,-16.5790323,Sub-Saharan Africa,0.095
GMB,Gambia,Kanifing,"(14.6489525, 2.1450245)",14.6489525,2.1450245,Sub-Saharan Africa,0.157
GMB,Gambia,Brikama,"(13.2747943, -16.6409198)",13.2747943,-16.6409198,Sub-Saharan Africa,0.242
GMB,Gambia,Mansakonko,"(35.1408881, 36.7551993)",35.1408881,36.7551993,Sub-Saharan Africa,0.352
GMB,Gambia,Kuntaur,"(12.1844159, 6.2375947)",12.1844159,6.2375947,Sub-Saharan Africa,0.555
GMB,Gambia,Janjanbureh,"(13.5336211, -14.7695962)",13.5336211,-14.7695962,Sub-Saharan Africa,0.46
GMB,Gambia,Basse,"(13.3094412, -14.2192475)",13.3094412,-14.2192475,Sub-Saharan Africa,0.524
GNB,Guinea-Bissau,Bafata,"(12.1735243, -14.652952)",12.1735243,-14.652952,Sub-Saharan Africa,0.545
GNB,Guinea-Bissau,Biombo,"(11.8529061, -15.7351171)",11.8529061,-15.7351171,Sub-Saharan Africa,0.382
GNB,Guinea-Bissau,Bolama,"(11.5891108, -15.5122694)",11.5891108,-15.5122694,Sub-Saharan Africa,0.352
GNB,Guinea-Bissau,Cacheu,"(12.2732631, -16.1669156)",12.2732631,-16.1669156,Sub-Saharan Africa,0.335
GNB,Guinea-Bissau,Gabu,"(11.8962488, -14.1001326)",11.8962488,-14.1001326,Sub-Saharan Africa,0.544
GNB,Guinea-Bissau,Oio,"(12.2760709, -15.3131185)",12.2760709,-15.3131185,Sub-Saharan Africa,0.505
GNB,Guinea-Bissau,Quinara,"(11.795562, -15.1726816)",11.795562,-15.1726816,Sub-Saharan Africa,0.414
GNB,Guinea-Bissau,Tombali,"(11.3632696, -14.9856176)",11.3632696,-14.9856176,Sub-Saharan Africa,0.43
GTM,Guatemala,Alta Verapaz,"(7.495263700000001, -10.0807298)",7.4952637,-10.0807298,Latin America and Caribbean,0.214
GTM,Guatemala,Baja Verapaz,"(15.0787498, -90.4125181)",15.0787498,-90.4125181,Latin America and Caribbean,0.147
GTM,Guatemala,Chimaltenango,"(14.6631591, -90.8246386)",14.6631591,-90.8246386,Latin America and Caribbean,0.082
GTM,Guatemala,Chiquimula,"(14.7924897, -89.5450458)",14.7924897,-89.5450458,Latin America and Caribbean,0.2
GTM,Guatemala,El Progreso,"(14.8921637, -90.0373201)",14.8921637,-90.0373201,Latin America and Caribbean,0.07
GTM,Guatemala,Escuintla,"(14.3009252, -90.7881835)",14.3009252,-90.7881835,Latin America and Caribbean,0.067
GTM,Guatemala,Guatemala Municipio,"(14.6349149, -90.5068824)",14.6349149,-90.5068824,Latin America and Caribbean,0.014
GTM,Guatemala,Guatemala Resto,"(14.5987203, -90.51491569999999)",14.5987203,-90.5149157,Latin America and Caribbean,0.036
GTM,Guatemala,Huehuetenango,"(15.3198766, -91.4918235)",15.3198766,-91.4918235,Latin America and Caribbean,0.187
GTM,Guatemala,Izabal,"(15.5918066, -88.94138650000001)",15.5918066,-88.9413865,Latin America and Caribbean,0.106
GTM,Guatemala,Jalapa,"(14.5655154, -89.9253233)",14.5655154,-89.9253233,Latin America and Caribbean,0.165
GTM,Guatemala,Jutiapa,"(14.1930802, -89.9253233)",14.1930802,-89.9253233,Latin America and Caribbean,0.113
GTM,Guatemala,Peten,"(16.912033, -90.2995785)",16.912033,-90.2995785,Latin America and Caribbean,0.134
GTM,Guatemala,Quetzaltenango,"(14.8520705, -91.5305465)",14.8520705,-91.5305465,Latin America and Caribbean,0.094
GTM,Guatemala,Quiche,"(15.4983808, -90.9820668)",15.4983808,-90.9820668,Latin America and Caribbean,0.193
GTM,Guatemala,Retalhuleu,"(14.5245485, -91.685788)",14.5245485,-91.685788,Latin America and Caribbean,0.1
GTM,Guatemala,Sacatepequez,"(14.6110576, -90.7152749)",14.6110576,-90.7152749,Latin America and Caribbean,0.048
GTM,Guatemala,San Marcos,"(-26.9827577, 31.3541631)",-26.9827577,31.3541631,Latin America and Caribbean,0.123
GTM,Guatemala,Santa Rosa,"(14.1928003, -90.37483540000001)",14.1928003,-90.3748354,Latin America and Caribbean,0.093
GTM,Guatemala,Solola,"(14.7666085, -91.17850159999999)",14.7666085,-91.1785016,Latin America and Caribbean,0.09
GTM,Guatemala,Suchitepequez,"(13.3198572, -87.1622344)",13.3198572,-87.1622344,Latin America and Caribbean,0.112
GTM,Guatemala,Totonicapan,"(14.9173402, -91.36139229999999)",14.9173402,-91.3613923,Latin America and Caribbean,0.121
GTM,Guatemala,Zacapa,"(14.9676218, -89.5356094)",14.9676218,-89.5356094,Latin America and Caribbean,0.112
GUY,Guyana,Barima-Waini,"(7.488241899999999, -59.6564494)",7.4882419,-59.6564494,Latin America and Caribbean,0.057
GUY,Guyana,Cuyuni-Mazaruni and Potaro-Siparuni,"(45.47863539999999, -122.640354)",45.4786354,-122.640354,Latin America and Caribbean,0.095
GUY,Guyana,East Berbice-Corentyne,"(2.7477922, -57.4627259)",2.7477922,-57.4627259,Latin America and Caribbean,0.006
GUY,Guyana,Essequibo Islands-West Demerara,"(6.5720132, -58.4629997)",6.5720132,-58.4629997,Latin America and Caribbean,0.005
GUY,Guyana,Mahaica-Berbice,"(6.238496, -57.9162555)",6.238496,-57.9162555,Latin America and Caribbean,0.006
GUY,Guyana,Pomeroon-Supenaam,"(7.1294166, -58.9206295)",7.1294166,-58.9206295,Latin America and Caribbean,0.014
GUY,Guyana,Upper Demerara-Berbice,"(5.3064879, -58.18929209999999)",5.3064879,-58.1892921,Latin America and Caribbean,0.004
GUY,Guyana,Upper Takutu-Upper Essequibo,"(2.9239595, -58.73736339999999)",2.9239595,-58.7373634,Latin America and Caribbean,0.145
HND,Honduras,Comayagua,"(14.4490149, -87.6482474)",14.4490149,-87.6482474,Latin America and Caribbean,0.077
HND,Honduras,Copðn,"(11.7274729, -86.21584969999999)",11.7274729,-86.2158497,Latin America and Caribbean,0.161
HND,Honduras,Choluteca,"(13.4726005, -86.4592091)",13.4726005,-86.4592091,Latin America and Caribbean,0.108
HND,Honduras,Gracias a Dios,"(33.1870471, -4.2333355)",33.1870471,-4.2333355,Latin America and Caribbean,0.124
HND,Honduras,La Paz,"(14.3271237, -87.6729074)",14.3271237,-87.6729074,Latin America and Caribbean,0.107
HND,Honduras,Lempira,"(14.1887698, -88.55653099999999)",14.1887698,-88.556531,Latin America and Caribbean,0.201
HND,Honduras,Ocotepeque,"(14.5170347, -89.0561532)",14.5170347,-89.0561532,Latin America and Caribbean,0.109
HND,Honduras,Olancho,"(14.8067406, -85.76666449999999)",14.8067406,-85.7666645,Latin America and Caribbean,0.089
HND,Honduras,Valle,"(13.5782936, -87.5791287)",13.5782936,-87.5791287,Latin America and Caribbean,0.068
HND,Honduras,Yoro,"(15.1369653, -87.1273253)",15.1369653,-87.1273253,Latin America and Caribbean,0.073
HTI,Haiti,Sud-Est,"(27.6825285, 91.4821482)",27.6825285,91.4821482,Latin America and Caribbean,0.307
HTI,Haiti,Nord,"(19.5687715, -72.189)",19.5687715,-72.189,Latin America and Caribbean,0.244
HTI,Haiti,Nord-Est,"(19.4889723, -71.8571331)",19.4889723,-71.8571331,Latin America and Caribbean,0.323
HTI,Haiti,Artibonite,"(19.362902, -72.4258145)",19.362902,-72.4258145,Latin America and Caribbean,0.316
HTI,Haiti,Centre,"(18.9582742, -72.0468164)",18.9582742,-72.0468164,Latin America and Caribbean,0.391
HTI,Haiti,Sud,"(18.3320005, -73.7007088)",18.3320005,-73.7007088,Latin America and Caribbean,0.249
HTI,Haiti,Grande-Anse,"(18.5489259, -74.07701)",18.5489259,-74.07701,Latin America and Caribbean,0.378
HTI,Haiti,Nord-Ouest,"(19.8374009, -73.0405277)",19.8374009,-73.0405277,Latin America and Caribbean,0.311
HTI,Haiti,Nippes,"(18.3990735, -73.4180211)",18.3990735,-73.4180211,Latin America and Caribbean,0.257
IDN,Indonesia,Aceh,"(12.4315534, -86.87221459999999)",12.4315534,-86.8722146,East Asia and the Pacific,0.077
IDN,Indonesia,North Sumatera,"(2.1153547, 99.54509739999999)",2.1153547,99.5450974,East Asia and the Pacific,0.071
IDN,Indonesia,West Sumatera,"(-0.7399397, 100.8000051)",-0.7399397,100.8000051,East Asia and the Pacific,0.056
IDN,Indonesia,Riau,"(0.2933469, 101.7068294)",0.2933469,101.7068294,East Asia and the Pacific,0.053
IDN,Indonesia,Jambi,"(-1.6101229, 103.6131203)",-1.6101229,103.6131203,East Asia and the Pacific,0.072
IDN,Indonesia,South Sumatera,"(-3.3194374, 103.914399)",-3.3194374,103.914399,East Asia and the Pacific,0.054
IDN,Indonesia,Bengkulu,"(14.7546303, 46.516262)",14.7546303,46.516262,East Asia and the Pacific,0.059
IDN,Indonesia,Lampung,"(-4.5585849, 105.4068079)",-4.5585849,105.4068079,East Asia and the Pacific,0.065
IDN,Indonesia,Bangka Belitung,"(-2.7410513, 106.4405872)",-2.7410513,106.4405872,East Asia and the Pacific,0.053
IDN,Indonesia,Riau Islands,"(3.9456514, 108.1428669)",3.9456514,108.1428669,East Asia and the Pacific,0.041
IDN,Indonesia,DKI Jakarta,"(-6.17511, 106.8650395)",-6.17511,106.8650395,East Asia and the Pacific,0.029
IDN,Indonesia,West Java,"(-7.090910999999999, 107.668887)",-7.090911,107.668887,East Asia and the Pacific,0.057
IDN,Indonesia,Central Java,"(-7.150975, 110.1402594)",-7.150975,110.1402594,East Asia and the Pacific,0.053
IDN,Indonesia,DI Yogyakarta,"(-7.875384899999999, 110.4262088)",-7.8753849,110.4262088,East Asia and the Pacific,0.025
IDN,Indonesia,East Java,"(-7.5360639, 112.2384017)",-7.5360639,112.2384017,East Asia and the Pacific,0.055
IDN,Indonesia,Banten,"(-6.4058172, 106.0640179)",-6.4058172,106.0640179,East Asia and the Pacific,0.075
IDN,Indonesia,Bali,"(-8.4095178, 115.188916)",-8.4095178,115.188916,East Asia and the Pacific,0.042
IDN,Indonesia,West Nusa Tenggara,"(-17.9646772, -67.1060353)",-17.9646772,-67.1060353,East Asia and the Pacific,0.121
IDN,Indonesia,East Nusa Tenggara,"(-8.657381899999999, 121.0793705)",-8.6573819,121.0793705,East Asia and the Pacific,0.164
IDN,Indonesia,West Kalimantan,"(-0.2787808, 111.4752851)",-0.2787808,111.4752851,East Asia and the Pacific,0.086
IDN,Indonesia,Central Kalimantan,"(-1.6814878, 113.3823545)",-1.6814878,113.3823545,East Asia and the Pacific,0.084
IDN,Indonesia,South Kalimantan,"(-3.0926415, 115.2837585)",-3.0926415,115.2837585,East Asia and the Pacific,0.085
IDN,Indonesia,East Kalimantan,"(0.5386586, 116.419389)",0.5386586,116.419389,East Asia and the Pacific,0.058
IDN,Indonesia,North Sulawesi,"(0.6246932, 123.9750018)",0.6246932,123.9750018,East Asia and the Pacific,0.059
IDN,Indonesia,Central Sulawesi,"(-1.4300254, 121.4456179)",-1.4300254,121.4456179,East Asia and the Pacific,0.132
IDN,Indonesia,South Sulawesi,"(-3.6687994, 119.9740534)",-3.6687994,119.9740534,East Asia and the Pacific,0.063
IDN,Indonesia,Southeast Sulawesi,"(-4.144909999999999, 122.174605)",-4.14491,122.174605,East Asia and the Pacific,0.109
IDN,Indonesia,Gorontalo,"(0.6999371999999999, 122.4467238)",0.6999372,122.4467238,East Asia and the Pacific,0.128
IDN,Indonesia,West Sulawesi,"(34.5337527, 43.483738)",34.5337527,43.483738,East Asia and the Pacific,0.161
IDN,Indonesia,Maluku,"(-2.8614979, 129.5765974)",-2.8614979,129.5765974,East Asia and the Pacific,0.105
IDN,Indonesia,North Maluku,"(1.5709993, 127.8087693)",1.5709993,127.8087693,East Asia and the Pacific,0.129
IDN,Indonesia,West Papua,"(-4.185235, 136.8252838)",-4.185235,136.8252838,East Asia and the Pacific,0.122
IDN,Indonesia,Papua,"(-4.269928, 138.0803529)",-4.269928,138.0803529,East Asia and the Pacific,0.234
IRQ,Iraq,Dohuk,"(36.8679054, 42.9488574)",36.8679054,42.9488574,Arab States,0.031
IRQ,Iraq,Ninewa,"(36.229574, 42.2362435)",36.229574,42.2362435,Arab States,0.054
IRQ,Iraq,Suleimaniya,"(35.5570454, 45.4359425)",35.5570454,45.4359425,Arab States,0.01
IRQ,Iraq,Kirkuk,"(35.4655761, 44.38039209999999)",35.4655761,44.3803921,Arab States,0.035
IRQ,Iraq,Erbil,"(36.2062933, 44.0088697)",36.2062933,44.0088697,Arab States,0.031
IRQ,Iraq,Diyala,"(33.7733487, 45.1494505)",33.7733487,45.1494505,Arab States,0.038
IRQ,Iraq,Al-Anbar,"(32.5597614, 41.9196471)",32.5597614,41.9196471,Arab States,0.052
IRQ,Iraq,Baghdad,"(33.3128057, 44.3614875)",33.3128057,44.3614875,Arab States,0.027
IRQ,Iraq,Babil,"(32.468191, 44.5501935)",32.468191,44.5501935,Arab States,0.042
IRQ,Iraq,Karbala,"(32.6068464, 44.0103922)",32.6068464,44.0103922,Arab States,0.053
IRQ,Iraq,Wasit,"(32.6024094, 45.7520985)",32.6024094,45.7520985,Arab States,0.058
IRQ,Iraq,Salahaddin,"(-0.9422027, -80.7303634)",-0.9422027,-80.7303634,Arab States,0.054
IRQ,Iraq,Al-Najaf,"(32.027376, 44.3331165)",32.027376,44.3331165,Arab States,0.055
IRQ,Iraq,Al-Qadisiya,"(32.043691, 45.1494505)",32.043691,45.1494505,Arab States,0.082
IRQ,Iraq,Al-Muthanna,"(-23.5819954, 47.2923893)",-23.5819954,47.2923893,Arab States,0.079
IRQ,Iraq,Thi-Qar,"(31.1042292, 46.3624686)",31.1042292,46.3624686,Arab States,0.06
IRQ,Iraq,Missan,"(31.8734002, 47.1362125)",31.8734002,47.1362125,Arab States,0.098
IRQ,Iraq,Basrah,"(30.5081033, 47.7834888)",30.5081033,47.7834888,Arab States,0.045
JAM,Jamaica,Kingston,"(18.0178743, -76.8099041)",18.0178743,-76.8099041,Latin America and Caribbean,0.009
JAM,Jamaica,St.  Andrew,"(18.0391345, -76.7567368)",18.0391345,-76.7567368,Latin America and Caribbean,0.007
JAM,Jamaica,St. Thomas,"(17.9700261, -76.4331698)",17.9700261,-76.4331698,Latin America and Caribbean,0.006
JAM,Jamaica,Portland,"(18.0844274, -76.4100267)",18.0844274,-76.4100267,Latin America and Caribbean,0.004
JAM,Jamaica,St. Mary,"(18.3092711, -76.964306)",18.3092711,-76.964306,Latin America and Caribbean,0.009
JAM,Jamaica,St. Ann,"(27.002382, 91.3469247)",27.002382,91.3469247,Latin America and Caribbean,0.004
JAM,Jamaica,Trelawny,"(18.3526143, -77.6077865)",18.3526143,-77.6077865,Latin America and Caribbean,0.016
JAM,Jamaica,St. James,"(18.3923184, -77.85959629999999)",18.3923184,-77.8595963,Latin America and Caribbean,0.003
JAM,Jamaica,Hanover,"(18.4097707, -78.13363799999999)",18.4097707,-78.133638,Latin America and Caribbean,0.007
JAM,Jamaica,Westmoreland,"(18.2944378, -78.1564432)",18.2944378,-78.1564432,Latin America and Caribbean,0.004
JAM,Jamaica,St. Elizabeth,"(18.0788461, -77.69941969999999)",18.0788461,-77.6994197,Latin America and Caribbean,0.013
JAM,Jamaica,Manchester,"(18.0669654, -77.5160788)",18.0669654,-77.5160788,Latin America and Caribbean,0.006
JAM,Jamaica,St. Catherine,"(18.0364134, -77.0564464)",18.0364134,-77.0564464,Latin America and Caribbean,0.004
JOR,Jordan,Central,"(31.957151, 35.930865)",31.957151,35.930865,Arab States,0.005
JOR,Jordan,North,"(10.3009641, 9.8236533)",10.3009641,9.8236533,Arab States,0.006
JOR,Jordan,South,"(40.5621704, -111.929658)",40.5621704,-111.929658,Arab States,0.008
KEN,Kenya,Central,"(-4.0627412, 39.6771481)",-4.0627412,39.6771481,Sub-Saharan Africa,0.075
KEN,Kenya,Coast,"(-3.2096898, 40.1169399)",-3.2096898,40.1169399,Sub-Saharan Africa,0.242
KEN,Kenya,Eastern,"(0.7137256, 35.517938)",0.7137256,35.517938,Sub-Saharan Africa,0.19
KEN,Kenya,Nairobi,"(-1.2920659, 36.8219462)",-1.2920659,36.8219462,Sub-Saharan Africa,0.02
KEN,Kenya,North Eastern,"(-0.0190061, 37.6480812)",-0.0190061,37.6480812,Sub-Saharan Africa,0.509
KEN,Kenya,Nyanza,"(-1.2849963, 36.8272273)",-1.2849963,36.8272273,Sub-Saharan Africa,0.211
KEN,Kenya,Rift Valley,"(-18.382333, 47.2923893)",-18.382333,47.2923893,Sub-Saharan Africa,0.205
KEN,Kenya,Western,"(-0.115003, 34.851379)",-0.115003,34.851379,Sub-Saharan Africa,0.223
KHM,Cambodia,Banteay Mean Chey,"(13.6672596, 102.8975098)",13.6672596,102.8975098,East Asia and the Pacific,0.097
KHM,Cambodia,Kampong Cham,"(11.9924294, 105.4645408)",11.9924294,105.4645408,East Asia and the Pacific,0.16
KHM,Cambodia,Kampong Chhnang,"(12.1392352, 104.5655273)",12.1392352,104.5655273,East Asia and the Pacific,0.193
KHM,Cambodia,Kampong Speu,"(6.0673327, -59.6146737)",6.0673327,-59.6146737,East Asia and the Pacific,0.182
KHM,Cambodia,Kampong Thom,"(-15.5997929, 34.5140637)",-15.5997929,34.5140637,East Asia and the Pacific,0.183
KHM,Cambodia,Kampot & Kep,"(10.4790637, 104.2941991)",10.4790637,104.2941991,East Asia and the Pacific,0.155
KHM,Cambodia,Kandal,"(11.2237383, 105.1258955)",11.2237383,105.1258955,East Asia and the Pacific,0.121
KHM,Cambodia,Kratie,"(12.4896877, 106.0287512)",12.4896877,106.0287512,East Asia and the Pacific,0.274
KHM,Cambodia,Mondol Kiri & Rattanak Kiri,"(12.4534492, 107.1771291)",12.4534492,107.1771291,East Asia and the Pacific,0.28
KHM,Cambodia,Otdar Mean Chey,"(14.1717195, 103.6362715)",14.1717195,103.6362715,East Asia and the Pacific,0.196
KHM,Cambodia,Phnom Penh,"(11.5448729, 104.8921668)",11.5448729,104.8921668,East Asia and the Pacific,0.026
KHM,Cambodia,Preah Sihanouk & Kaoh Kong,"(10.5669833, 103.3039198)",10.5669833,103.3039198,East Asia and the Pacific,0.091
KHM,Cambodia,Prey Veng,"(11.3802442, 105.5005483)",11.3802442,105.5005483,East Asia and the Pacific,0.12
KHM,Cambodia,Pursat,"(12.3663211, 103.6362715)",12.3663211,103.6362715,East Asia and the Pacific,0.221
KHM,Cambodia,Siem Reap,"(13.3670968, 103.8448134)",13.3670968,103.8448134,East Asia and the Pacific,0.204
KHM,Cambodia,Svay Rieng,"(11.142722, 105.8290298)",11.142722,105.8290298,East Asia and the Pacific,0.1
KHM,Cambodia,Takeo,"(10.9321519, 104.798771)",10.9321519,104.798771,East Asia and the Pacific,0.106
LAO,Lao People's Democratic Republic,Vientiane Capital,"(17.9757058, 102.6331035)",17.9757058,102.6331035,East Asia and the Pacific,0.012
LAO,Lao People's Democratic Republic,Phongsaly,"(21.5919377, 102.2547919)",21.5919377,102.2547919,East Asia and the Pacific,0.311
LAO,Lao People's Democratic Republic,Luangnamtha,"(20.9170187, 101.1617356)",20.9170187,101.1617356,East Asia and the Pacific,0.165
LAO,Lao People's Democratic Republic,Oudomxay,"(20.4921929, 101.8891721)",20.4921929,101.8891721,East Asia and the Pacific,0.248
LAO,Lao People's Democratic Republic,Bokeo,"(20.2872662, 100.7097867)",20.2872662,100.7097867,East Asia and the Pacific,0.212
LAO,Lao People's Democratic Republic,Luangprabang,"(20.0656229, 102.6216211)",20.0656229,102.6216211,East Asia and the Pacific,0.18
LAO,Lao People's Democratic Republic,Huaphanh,"(14.4215982, -91.4048249)",14.4215982,-91.4048249,East Asia and the Pacific,0.184
LAO,Lao People's Democratic Republic,Xayabury,"(19.1945799, 101.483498)",19.1945799,101.483498,East Asia and the Pacific,0.079
LAO,Lao People's Democratic Republic,Xiengkhuang,"(19.6093003, 103.7289167)",19.6093003,103.7289167,East Asia and the Pacific,0.164
LAO,Lao People's Democratic Republic,Vientiane,"(17.9757058, 102.6331035)",17.9757058,102.6331035,East Asia and the Pacific,0.063
LAO,Lao People's Democratic Republic,Borikhamxay,"(18.4362924, 104.4723301)",18.4362924,104.4723301,East Asia and the Pacific,0.063
LAO,Lao People's Democratic Republic,Khammuane,"(17.6384066, 105.2194808)",17.6384066,105.2194808,East Asia and the Pacific,0.2
LAO,Lao People's Democratic Republic,Savannakhet,"(16.5722464, 104.7705509)",16.5722464,104.7705509,East Asia and the Pacific,0.262
LAO,Lao People's Democratic Republic,Saravane,"(15.8171073, 106.2522143)",15.8171073,106.2522143,East Asia and the Pacific,0.359
LAO,Lao People's Democratic Republic,Sekong,"(15.5767446, 107.0067031)",15.5767446,107.0067031,East Asia and the Pacific,0.254
LAO,Lao People's Democratic Republic,Champasack,"(14.6578664, 105.9699878)",14.6578664,105.9699878,East Asia and the Pacific,0.149
LAO,Lao People's Democratic Republic,Attapeu,"(14.93634, 107.1011931)",14.93634,107.1011931,East Asia and the Pacific,0.215
LBR,Liberia,Bomi,"(6.7562926, -10.8451467)",6.7562926,-10.8451467,Sub-Saharan Africa,0.407
LBR,Liberia,Bong,"(-5.115146, -78.11082789999999)",-5.115146,-78.1108279,Sub-Saharan Africa,0.508
LBR,Liberia,Gbarpolu,"(48.963603, 89.935224)",48.963603,89.935224,Sub-Saharan Africa,0.505
LBR,Liberia,Grand Bassa,"(6.2308452, -9.8124935)",6.2308452,-9.8124935,Sub-Saharan Africa,0.527
LBR,Liberia,Grand Cape Mount,"(7.0467758, -11.0711758)",7.0467758,-11.0711758,Sub-Saharan Africa,0.482
LBR,Liberia,Grand Gedeh,"(5.9222078, -8.2212979)",5.9222078,-8.2212979,Sub-Saharan Africa,0.349
LBR,Liberia,Grand Kru,"(4.7613862, -8.2212979)",4.7613862,-8.2212979,Sub-Saharan Africa,0.48
LBR,Liberia,Margibi,"(6.5151875, -10.3048897)",6.5151875,-10.3048897,Sub-Saharan Africa,0.364
LBR,Liberia,Maryland,"(4.7258878, -7.741670300000001)",4.7258878,-7.7416703,Sub-Saharan Africa,0.388
LBR,Liberia,Montserrado,"(6.5525815, -10.5296115)",6.5525815,-10.5296115,Sub-Saharan Africa,0.25
LBR,Liberia,Nimba,"(6.8427612, -8.6600586)",6.8427612,-8.6600586,Sub-Saharan Africa,0.377
LBR,Liberia,River Cess,"(5.902532799999999, -9.456155)",5.9025328,-9.456155,Sub-Saharan Africa,0.536
LBR,Liberia,River Gee,"(5.2604894, -7.872159999999999)",5.2604894,-7.87216,Sub-Saharan Africa,0.433
LBR,Liberia,Sinoe,"(5.49871, -8.6600586)",5.49871,-8.6600586,Sub-Saharan Africa,0.445
LSO,Lesotho,Berea,"(-29.1746723, 27.8311428)",-29.1746723,27.8311428,Sub-Saharan Africa,0.106
LSO,Lesotho,Botha-Bothe,"(-28.7653754, 28.2468148)",-28.7653754,28.2468148,Sub-Saharan Africa,0.149
LSO,Lesotho,Leribe,"(-28.95107729999999, 28.2526623)",-28.9510773,28.2526623,Sub-Saharan Africa,0.106
LSO,Lesotho,Mafeteng,"(-29.8224312, 27.2388161)",-29.8224312,27.2388161,Sub-Saharan Africa,0.131
LSO,Lesotho,Maseru,"(-29.36321879999999, 27.5143603)",-29.3632188,27.5143603,Sub-Saharan Africa,0.082
LSO,Lesotho,Mohale'S Hoek,"(-30.1425917, 27.4673845)",-30.1425917,27.4673845,Sub-Saharan Africa,0.178
LSO,Lesotho,Mokhotlong,"(17.9557183, -77.2405153)",17.9557183,-77.2405153,Sub-Saharan Africa,0.291
LSO,Lesotho,Qacha'S-Nek,"(-30.1114565, 28.678979)",-30.1114565,28.678979,Sub-Saharan Africa,0.173
LSO,Lesotho,Quthing,"(-30.4015687, 27.7080133)",-30.4015687,27.7080133,Sub-Saharan Africa,0.151
LSO,Lesotho,Thaba Tseka,"(-29.5238975, 28.6089752)",-29.5238975,28.6089752,Sub-Saharan Africa,0.267
MAR,Morocco,Sahara,"(31.791702, -7.092619999999999)",31.791702,-7.09262,Arab States,0.017
MAR,Morocco,Souss-Massa-Draa,"(31.12001849999999, -6.0679194)",31.1200185,-6.0679194,Arab States,0.102
MAR,Morocco,El Gharb-Chrarda Bni Hssen,"(34.302131, -6.302078)",34.302131,-6.302078,Arab States,0.084
MAR,Morocco,Chaouia Ourdigha,"(33.0473251, -7.265285799999999)",33.0473251,-7.2652858,Arab States,0.066
MAR,Morocco,Marrakech-Tensift-El Haouz,"(31.5628076, -7.959286299999999)",31.5628076,-7.9592863,Arab States,0.131
MAR,Morocco,Grand Casablanca,"(33.52059330000001, -7.5680595)",33.5205933,-7.5680595,Arab States,0.003
MAR,Morocco,Rabat-Salð-Zemmour-Zair,"(33.8175173, -6.2375947)",33.8175173,-6.2375947,Arab States,0.016
MAR,Morocco,Doukkala-Abda,"(32.5997754, -8.6600586)",32.5997754,-8.6600586,Arab States,0.06
MAR,Morocco,Tadla-Azilal,"(32.004262, -6.5783387)",32.004262,-6.5783387,Arab States,0.07
MAR,Morocco,Meknes-Tafilalet,"(31.9051275, -4.7277528)",31.9051275,-4.7277528,Arab States,0.037
MAR,Morocco,Fes-Boulemane,"(-4.2633597, 15.2428853)",-4.2633597,15.2428853,Arab States,0.042
MAR,Morocco,Taza-Al Hoceima-Taounate,"(34.2581709, -4.2333355)",34.2581709,-4.2333355,Arab States,0.123
MAR,Morocco,Tanger-Tetouan,"(35.2629558, -5.5617279)",35.2629558,-5.5617279,Arab States,0.083
MDG,Madagascar,Analamanga,"(30.8753556, 31.03351)",30.8753556,31.03351,Sub-Saharan Africa,0.178
